IdentificacaoMateria,DadosBasicosMateria,Classificacoes,Assunto,AtualizacoesRecentes
"{'CodigoMateria': '159591', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '04222', 'AnoMateria': '2023', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 4222/2023', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8527820'}","{'EmentaMateria': 'Altera a Lei nº 6.321 de 14 de abril de 1976 que dispõe sobre o programa de alimentação do trabalhador para autorizar pagamento em pecúnia.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  PROGRAMA ,  ALIMENTAÇÃO ,  TRABALHADOR ,  AUTORIZAÇÃO ,  PAGAMENTO ,  DINHEIRO ,  DEPOSITO BANCARIO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2023-08-30'}","{'Classificacao': {'CodigoClasse': '33808927', 'DescricaoClasse': 'Trabalho e Emprego', 'DescricaoClasseHierarquica': 'Política Social / Trabalho e Emprego'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-20 16:35:46'}}"
"{'CodigoMateria': '159771', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '04336', 'AnoMateria': '2023', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 4336/2023', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8533707'}","{'EmentaMateria': 'Modifica o Decreto-Lei nº 3.689, de 3 de outubro de 1941 (Código de Processo Penal), para dispor sobre a concessão de medidas cautelares em desfavor de agentes titulares de foro por prerrogativa de função.', 'IndexacaoMateria': 'ALTERAÇÃO ,  CODIGO DE PROCESSO PENAL ,  DEFERIMENTO ,  MEDIDA CAUTELAR ,  ANTERIORIDADE ,  OFERECIMENTO ,  DENUNCIA ,  DECRETAÇÃO ,  PRISÃO PREVENTIVA ,  CONDICIONAMENTO ,  MANIFESTAÇÃO ,  TITULAR ,  AÇÃO PENAL ,  HIPOTESE ,  INVESTIGADO ,  ACUSADO ,  FORO ,  PRERROGATIVA DE FUNÇÃO ,  DEPENDENCIA ,  DECISÃO ,  ORGÃO COLEGIADO ,  JUDICIARIO ,  JULGAMENTO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2023-09-05'}","{'Classificacao': {'CodigoClasse': '33805422', 'DescricaoClasse': 'Processo Penal', 'DescricaoClasseHierarquica': 'Jurídico / Processo / Processo Penal'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-22 11:53:49'}}"
"{'CodigoMateria': '159775', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '06379', 'AnoMateria': '2019', 'DescricaoObjetivoProcesso': 'Revisora', 'DescricaoIdentificacaoMateria': 'PL 6379/2019', 'IndicadorTramitando': 'Não', 'IdentificacaoProcesso': '8533508'}","{'EmentaMateria': 'Dispõe sobre a atividade profissional de musicoterapeuta.', 'IndexacaoMateria': 'CRIAÇÃO ,  LEI FEDERAL ,  REGULAMENTAÇÃO ,  EXERCICIO PROFISSIONAL ,  TERAPIA ALTERNATIVA ,  MUSICA ,  MELHORIA ,  APRENDIZAGEM ,  QUALIDADE DE VIDA .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2023-09-05'}","{'Classificacao': {'CodigoClasse': '33809092', 'DescricaoClasse': 'Regulamentação Profissional', 'DescricaoClasseHierarquica': 'Política Social / Trabalho e Emprego / Regulamentação Profissional'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'DOCUMENTO', 'DataUltimaAtualizacao': '2024-03-21 19:12:32'}}"
"{'CodigoMateria': '159777', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '05826', 'AnoMateria': '2019', 'DescricaoObjetivoProcesso': 'Revisora', 'DescricaoIdentificacaoMateria': 'PL 5826/2019', 'IndicadorTramitando': 'Não', 'IdentificacaoProcesso': '8533516'}","{'EmentaMateria': 'Altera a Lei nº 11.326, de 24 de julho de 2006 (Lei da Agricultura Familiar), para ampliar o âmbito do planejamento e da execução de ações da Política Nacional da Agricultura Familiar e Empreendimentos Familiares Rurais.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  AMPLIAÇÃO ,  AMBITO ,  PLANEJAMENTO ,  EXECUÇÃO ,  POLITICA NACIONAL ,  AGRICULTURA FAMILIAR ,  EMPREENDIMENTO ,  FAMILIA ,  ZONA RURAL ,  INCLUSÃO ,  MODERNIZAÇÃO ,  DESENVOLVIMENTO SUSTENTAVEL ,  INOVAÇÃO ,  DESENVOLVIMENTO TECNOLOGICO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2023-09-05'}","{'Classificacao': {'CodigoClasse': '33805062', 'DescricaoClasse': 'Agropecuária e Abastecimento', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Agropecuária e Abastecimento'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-25 17:58:20'}}"
"{'CodigoMateria': '159782', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '00223', 'AnoMateria': '2023', 'DescricaoObjetivoProcesso': 'Revisora', 'DescricaoIdentificacaoMateria': 'PL 223/2023', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8533664'}","{'EmentaMateria': 'Acrescenta dispositivo à Lei nº 13.105, de 16 de março de 2015 (Código de Processo Civil), para estabelecer que a gratuidade da justiça não compreende a remuneração do conciliador ou mediador pelo trabalho nas audiências que excederem o percentual referido no § 2º do art. 169 do Código de Processo Civil.', 'IndexacaoMateria': 'ALTERAÇÃO ,  CODIGO DE PROCESSO CIVIL ,  HIPOTESE ,  RESSALVA ,  JUSTIÇA GRATUITA ,  REMUNERAÇÃO ,  ATIVIDADE PROFISSIONAL ,  MEDIAÇÃO ,  CONCILIAÇÃO ,  TRABALHO ,  AUDIENCIA DE CONCILIAÇÃO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2023-09-05'}","{'Classificacao': {'CodigoClasse': '33805392', 'DescricaoClasse': 'Processo Civil', 'DescricaoClasseHierarquica': 'Jurídico / Processo / Processo Civil'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-20 08:45:59'}}"
"{'CodigoMateria': '159878', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '04388', 'AnoMateria': '2023', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 4388/2023', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8537568'}","{'EmentaMateria': 'Altera a Lei nº 12.462, de 4 de agosto de 2011, para permitir a utilização de recursos do Fundo Nacional de Aviação Civil (FNAC) para subsidiar a aquisição do querosene de aviação comercializado em aeroportos localizados na Região Norte.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  AUTORIZAÇÃO ,  UTILIZAÇÃO ,  RECURSOS ,  FUNDO NACIONAL ,  AVIAÇÃO CIVIL ,  SUBSIDIO ,  AQUISIÇÃO ,  QUEROSENE ,  COMERCIALIZAÇÃO ,  AMBITO ,  AEROPORTO ,  REGIÃO NORTE .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2023-09-12'}","{'Classificacao': [{'CodigoClasse': '33804820', 'DescricaoClasse': 'Fundos Públicos', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Finanças Públicas / Fundos Públicos'}, {'CodigoClasse': '33805182', 'DescricaoClasse': 'Transporte Aéreo', 'DescricaoClasseHierarquica': 'Infraestrutura / Viação e Transportes / Transporte Aéreo'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-20 14:14:56'}}"
"{'CodigoMateria': '159879', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '04392', 'AnoMateria': '2023', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 4392/2023', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8537620'}","{'EmentaMateria': 'Altera a Lei nº 7.565, de 19 de dezembro de 1986, que dispõe sobre o Código Brasileiro de Aeronáutica, para permitir a cabotagem aérea a empresas sul-americanas na Amazônia Legal.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  CODIGO BRASILEIRO DE AERONAUTICA ,  AUTORIZAÇÃO ,  EMPRESA DE TRANSPORTE AEREO ,  AVIAÇÃO CIVIL ,  AMERICA DO SUL ,  NAVEGAÇÃO DE CABOTAGEM ,  Amazônia Legal ,  OFERTA ,  TRANSPORTE ,  PASSAGEIRO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2023-09-12'}","{'Classificacao': {'CodigoClasse': '33805182', 'DescricaoClasse': 'Transporte Aéreo', 'DescricaoClasseHierarquica': 'Infraestrutura / Viação e Transportes / Transporte Aéreo'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'DADOS_BASICOS_PROCESSO', 'DataUltimaAtualizacao': '2024-03-20 19:10:55'}}"
"{'CodigoMateria': '160159', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '04224', 'AnoMateria': '2021', 'DescricaoObjetivoProcesso': 'Revisora', 'DescricaoIdentificacaoMateria': 'PL 4224/2021', 'IndicadorTramitando': 'Não', 'IdentificacaoProcesso': '8548508'}","{'EmentaMateria': 'Institui medidas de proteção à criança e ao adolescente contra a violência nos estabelecimentos educacionais ou similares; prevê a Política Nacional de Prevenção e Proteção ao Abuso e Exploração Sexual da Criança e do Adolescente; e altera o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), e as Leis nºs 8.072, de 25 de julho de 1990 (Lei dos Crimes Hediondos), e 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente).', 'IndexacaoMateria': 'ALTERAÇÃO ,  CODIGO PENAL ,  CAUSA DE AUMENTO DE PENA ,  LOCAL ,  HOMICIDIO ,  ESTABELECIMENTO DE ENSINO ,  EDUCAÇÃO BASICA ,  INDUÇÃO ,  AUXILIO ,  SUICIDIO ,  MUTILAÇÃO ,  AUTOR ,  GRUPO ,  MIDIA SOCIAL ,  CRIAÇÃO ,  DEFINIÇÃO ,  CRIME ,  BULLYING . ALTERAÇÃO ,  ESTATUTO DA CRIANÇA E DO ADOLESCENTE ,  TIPICIDADE ,  CRIME ,  PRODUÇÃO ,  REPRODUÇÃO ,  DIREÇÃO ,  FOTOGRAFIA ,  FILME ,  SEXO ,  PORNOGRAFIA ,  CRIANÇA ,  ADOLESCENTE ,  DIVULGAÇÃO ,  INFORMAÇÃO ,  EXIGENCIA ,  ESTABELECIMENTO ,  CERTIDÃO ,  ANTECEDENTES ,  CONDENAÇÃO CRIMINAL ,  TRABALHADOR ,  PENA ,  AUSENCIA ,  NOTIFICAÇÃO ,  PAES ,  DESAPARECIMENTO . CRIAÇÃO ,  LEI FEDERAL ,  MEDIDA ,  PROVIDENCIA ,  PROTEÇÃO ,  CRIANÇA ,  ADOLESCENTE ,  VIOLENCIA ,  ESTABELECIMENTO DE ENSINO ,  POLITICA NACIONAL ,  PREVENÇÃO ,  ABUSO SEXUAL ,  EXPLORAÇÃO SEXUAL ,  IMPLEMENTAÇÃO ,  EXECUTIVO ,  MUNICIPIOS ,  ESTADOS ,  DISTRITO FEDERAL (DF) ,  COOPERAÇÃO ,  UNIÃO FEDERAL ,  DIRETRIZ ,  OBJETIVO ,  CONFERENCIA NACIONAL ,  ELABORAÇÃO . ALTERAÇÃO ,  LEI FEDERAL ,  INCLUSÃO ,  CRIME ,  RELAÇÃO ,  CRIME HEDIONDO ,  INDUÇÃO ,  AUXILIO ,  SUICIDIO ,  MUTILAÇÃO ,  AUTOR ,  GRUPO ,  MIDIA SOCIAL ,  SEQUESTRO ,  CARCERE PRIVADO ,  VITIMA ,  MENOR ,  TRAFICO ,  PESSOAS ,  CRIANÇA ,  ADOLESCENTE .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2023-09-21'}","{'Classificacao': [{'CodigoClasse': '33805617', 'DescricaoClasse': 'Direito Penal e Penitenciário', 'DescricaoClasseHierarquica': 'Jurídico / Direito Penal e Penitenciário'}, {'CodigoClasse': '33808972', 'DescricaoClasse': 'Educação', 'DescricaoClasseHierarquica': 'Política Social / Educação'}, {'CodigoClasse': '33809393', 'DescricaoClasse': 'Crianças e Adolescentes', 'DescricaoClasseHierarquica': 'Política Social / Proteção Social / Crianças e Adolescentes'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'DOCUMENTO', 'DataUltimaAtualizacao': '2024-03-22 13:24:14'}}"
"{'CodigoMateria': '160268', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '03144', 'AnoMateria': '2021', 'DescricaoObjetivoProcesso': 'Revisora', 'DescricaoIdentificacaoMateria': 'PL 3144/2021', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8553456'}","{'EmentaMateria': 'Institui a região turística Vale do Panema como Área Especial de Interesse Turístico, nos termos que especifica.', 'IndexacaoMateria': 'CRIAÇÃO ,  LEI FEDERAL ,  LOCAL ,  RESERVATORIO ,  USINA HIDROELETRICA ,  JURUMIRIM ,  ABRANGENCIA ,  MUNICIPIOS ,  PIRAJU (SP) ,  CERQUEIRA CESAR (SP) ,  ARANDU (SP) ,  TEJUPA (SP) ,  AVARE (SP) ,  PARANAPANEMA (SP) ,  ITAI (SP) ,  TAQUARITUBA (SP) ,  ITATINGA (SP) ,  ANGATUBA (SP) ,  QUALIFICAÇÃO ,  REGIÃO ,  INTERESSE ,  TURISMO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2023-09-29'}","{'Classificacao': {'CodigoClasse': '33804925', 'DescricaoClasse': 'Turismo', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Indústria, Comércio e Serviços / Turismo'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-25 17:25:27'}}"
"{'CodigoMateria': '160313', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '04792', 'AnoMateria': '2023', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 4792/2023', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8557619'}","{'EmentaMateria': 'Altera a Lei nº 10.741, de 1º de outubro de 2003, que dispõe sobre o Estatuto da Pessoa Idosa e dá outras providências, para prever o direito da pessoa idosa à inclusão digital.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  ESTATUTO DA PESSOA IDOSA ,  ACRESCIMO ,  OBRIGATORIEDADE ,  FAMILIA ,  COMUNIDADE ,  SOCIEDADE ,  PODER PUBLICO ,  GARANTIA ,  INCLUSÃO DIGITAL ,  PESSOA IDOSA ,  PUBLICIDADE ,  UTILIZAÇÃO ,  TECNOLOGIA DIGITAL ,  PRESTAÇÃO DE CONTAS ,  ENTIDADE ,  ATENDIMENTO ,  RECURSOS PUBLICOS ,  CONSELHO ,  SITE ,  INTERNET .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2023-10-03'}","{'Classificacao': {'CodigoClasse': '33809378', 'DescricaoClasse': 'Idosos', 'DescricaoClasseHierarquica': 'Política Social / Proteção Social / Idosos'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 13:22:39'}}"
"{'CodigoMateria': '160314', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '04793', 'AnoMateria': '2023', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 4793/2023', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8557646'}","{'EmentaMateria': 'Altera a Lei nº 10.741, de 1º de outubro de 2003 (Estatuto da Pessoa Idosa), para dispor sobre o uso, no cumprimento de medidas cautelares de proteção, de dispositivo eletrônico de gravação de conversas entre vítima e agressor, associado a “botão do pânico”, e prever medidas urgentes de proteção aplicáveis aos casos de violência doméstica contra a pessoa idosa.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  ESTATUTO DA PESSOA IDOSA ,  CRITERIOS ,  JUDICIARIO ,  MEDIDA ,  PROTEÇÃO ,  PREVENÇÃO ,  VIOLENCIA DOMESTICA ,  PESSOA IDOSA ,  OBRIGATORIEDADE ,  PODER PUBLICO ,  OFERTA ,  DISPOSITIVOS ,  APARELHO ELETRONICO ,  GRAVAÇÃO ,  AMEAÇA ,  NOTIFICAÇÃO ,  POLICIA .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2023-10-03'}","{'Classificacao': [{'CodigoClasse': '33805422', 'DescricaoClasse': 'Processo Penal', 'DescricaoClasseHierarquica': 'Jurídico / Processo / Processo Penal'}, {'CodigoClasse': '33809378', 'DescricaoClasse': 'Idosos', 'DescricaoClasseHierarquica': 'Política Social / Proteção Social / Idosos'}, {'CodigoClasse': '33809619', 'DescricaoClasse': 'Segurança Pública', 'DescricaoClasseHierarquica': 'Soberania, Defesa Nacional e Ordem Pública / Defesa do Estado e das Instituições Democráticas / Segurança Pública'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-21 10:09:21'}}"
"{'CodigoMateria': '160329', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '04809', 'AnoMateria': '2023', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 4809/2023', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8558335'}","{'EmentaMateria': 'Altera a Lei n° 9.656, de 3 de junho de 1998, que “dispõe sobre os planos e seguros privados de assistência à saúde”, para incluir no rol de coberturas obrigatórias insumos e tecnologias aprovados pela Anvisa para tratamento das pessoas com diabetes mellitus tipo 1.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  INCLUSÃO ,  RELAÇÃO ,  COBERTURA ,  OBRIGATORIEDADE ,  INSUMO ,  TECNOLOGIA ,  APROVAÇÃO ,  AGENCIA NACIONAL DE VIGILANCIA SANITARIA (ANVISA) ,  TRATAMENTO ,  PESSOAS ,  DIABETES ,  FORNECIMENTO ,  MEDICAMENTOS .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2023-10-03'}","{'Classificacao': {'CodigoClasse': '33809228', 'DescricaoClasse': 'Saúde Suplementar', 'DescricaoClasseHierarquica': 'Política Social / Saúde / Saúde Suplementar'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'PUBLICACAO_OFICIAL', 'DataUltimaAtualizacao': '2024-03-20 20:15:03'}}"
"{'CodigoMateria': '160376', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '04850', 'AnoMateria': '2023', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 4850/2023', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8561086'}","{'EmentaMateria': 'Altera a redação da Lei nº 9.504, de 30 de setembro de 1997, para determinar que as sucursais das emissoras de rádio e televisão divulguem, nas eleições municipais, a propaganda eleitoral dos candidatos do município em que estão instaladas.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  EXIGENCIA ,  EMISSORA ,  SERVIÇO ,  RADIODIFUSÃO ,  TELEVISÃO ,  DIVULGAÇÃO ,  PROPAGANDA ELEITORAL ,  CANDIDATO ,  ELEIÇÕES ,  MUNICIPIOS ,  LOCAL ,  INSTALAÇÃO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2023-10-04'}","{'Classificacao': [{'CodigoClasse': '33805287', 'DescricaoClasse': 'Rádio e TV', 'DescricaoClasseHierarquica': 'Infraestrutura / Comunicações / Rádio e TV'}, {'CodigoClasse': '33805737', 'DescricaoClasse': 'Eleições', 'DescricaoClasseHierarquica': 'Jurídico / Direito Eleitoral / Eleições'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-20 16:19:01'}}"
"{'CodigoMateria': '160499', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '04989', 'AnoMateria': '2023', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 4989/2023', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8565977'}","{'EmentaMateria': 'Altera a Lei nº 10.184, de 12 de fevereiro de 2001, para priorizar o financiamento da indústria verde, no âmbito do Programa de Financiamento às Exportações (PROEX).', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  PRIORIDADE ,  FINANCIAMENTO ,  AMBITO ,  PROGRAMA DE FINANCIAMENTO AS EXPORTAÇÕES (PROEX) ,  EMPRESA ,  INDUSTRIA ,  SUSTENTABILIDADE ,  MEIO AMBIENTE ,  FONTE ,  TECNOLOGIA ,  ENERGIA RENOVAVEL ,  REDUÇÃO ,  EMISSÃO ,  POLUIÇÃO ,  RECICLAGEM ,  COMPETENCIA ,  CONSELHO MONETARIO NACIONAL (CMN) ,  REGULAMENTAÇÃO .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2023-10-16'}","{'Classificacao': [{'CodigoClasse': '33804865', 'DescricaoClasse': 'Comércio', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Indústria, Comércio e Serviços / Comércio'}, {'CodigoClasse': '33804880', 'DescricaoClasse': 'Indústria', 'DescricaoClasseHierarquica': 'Economia e Desenvolvimento / Indústria, Comércio e Serviços / Indústria'}, {'CodigoClasse': '33809769', 'DescricaoClasse': 'Desenvolvimento Sustentável', 'DescricaoClasseHierarquica': 'Meio Ambiente / Desenvolvimento Sustentável'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-20 14:14:30'}}"
"{'CodigoMateria': '160678', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '05153', 'AnoMateria': '2023', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 5153/2023', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8572306'}","{'EmentaMateria': 'Altera a Lei nº 9.503, de 23 de setembro de 1997 (Código de Trânsito Brasileiro), para estabelecer desconto no valor cobrado pela renovação das carteiras de habilitação para condutores com idade igual ou superior a 50 (cinquenta) anos.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  CODIGO DE TRANSITO BRASILEIRO ,  FIXAÇÃO ,  DESCONTO ,  TAXAS ,  ADMINISTRAÇÃO ,  VALOR ,  RENOVAÇÃO ,  CARTEIRA NACIONAL DE HABILITAÇÃO ,  IDADE .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2023-10-25'}","{'Classificacao': {'CodigoClasse': '33686135', 'DescricaoClasse': 'Direito de Trânsito', 'DescricaoClasseHierarquica': 'Jurídico / Direito de Trânsito'}}",,"{'Atualizacao': {'InformacaoAtualizada': 'EVENTO_LEGISLATIVO', 'DataUltimaAtualizacao': '2024-03-21 12:12:57'}}"
"{'CodigoMateria': '160699', 'SiglaCasaIdentificacaoMateria': 'SF', 'NomeCasaIdentificacaoMateria': 'Senado Federal', 'SiglaSubtipoMateria': 'PL', 'DescricaoSubtipoMateria': 'PROJETO DE LEI', 'NumeroMateria': '05181', 'AnoMateria': '2023', 'DescricaoObjetivoProcesso': 'Iniciadora', 'DescricaoIdentificacaoMateria': 'PL 5181/2023', 'IndicadorTramitando': 'Sim', 'IdentificacaoProcesso': '8573073'}","{'EmentaMateria': 'Altera a Lei n° 11.664, de 29 de abril de 2008, para assegurar, no âmbito do Sistema Único de Saúde – SUS, a realização de testes genéticos para mulheres pertencentes aos grupos de alto risco, objetivando a identificação de mutações hereditárias associadas ao aumento de probabilidade de neoplasias malignas de ovário, mama e colorretal.', 'IndexacaoMateria': 'ALTERAÇÃO ,  LEI FEDERAL ,  GARANTIA ,  REALIZAÇÃO ,  TESTE ,  EXAME ,  AMBITO ,  SISTEMA UNICO DE SAUDE (SUS) ,  PADRÃO GENETICO ,  MULHER ,  GRUPO ,  RISCOS ,  IDENTIFICAÇÃO ,  CANCER .', 'IndicadorComplementar': 'Não', 'DataApresentacao': '2023-10-25'}","{'Classificacao': [{'CodigoClasse': '33809168', 'DescricaoClasse': 'Saúde Pública', 'DescricaoClasseHierarquica': 'Política Social / Saúde / Saúde Pública'}, {'CodigoClasse': '33809408', 'DescricaoClasse': 'Mulheres', 'DescricaoClasseHierarquica': 'Política Social / Proteção Social / Mulheres'}]}",,"{'Atualizacao': {'InformacaoAtualizada': 'DOCUMENTO', 'DataUltimaAtualizacao': '2024-03-22 15:07:17'}}"
